,symbol,metric,value
2470,EIX,EPS (TTM),3.21
2471,EIX,Earnings Date,"Nov 01, 2023"
2472,EIX,Forward Dividend & Yield,2.95 (4.47%)
2473,EIX,Ex-Dividend Date,"Sep 28, 2023"
2474,EIX,1y Target Est,72.56
2475,EW,Previous Close,66.90
2476,EW,Open,66.56
2477,EW,Bid,0.00 x 800
2478,EW,Ask,68.05 x 900
2479,EW,Day's Range,66.50 - 67.49
2480,EW,52 Week Range,60.57 - 94.87
2481,EW,Volume,"4,152,265"
2482,EW,Avg. Volume,"4,124,690"
2483,EW,Market Cap,40.751B
2484,EW,Beta (5Y Monthly),1.02
2485,EW,PE Ratio (TTM),28.71
2486,EW,EPS (TTM),2.34
2487,EW,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
2488,EW,Forward Dividend & Yield,N/A (N/A)
2489,EW,Ex-Dividend Date,N/A
2490,EW,1y Target Est,80.28
2491,EA,Previous Close,133.70
2492,EA,Open,133.88
2493,EA,Bid,134.83 x 800
2494,EA,Ask,136.49 x 900
2495,EA,Day's Range,133.62 - 135.71
2496,EA,52 Week Range,108.53 - 140.30
2497,EA,Volume,"2,007,905"
2498,EA,Avg. Volume,"2,083,775"
2499,EA,Market Cap,36.431B
2500,EA,Beta (5Y Monthly),0.80
2501,EA,PE Ratio (TTM),37.31
2502,EA,EPS (TTM),3.63
2503,EA,Earnings Date,"Jan 30, 2024"
2504,EA,Forward Dividend & Yield,0.76 (0.56%)
2505,EA,Ex-Dividend Date,"Nov 28, 2023"
2506,EA,1y Target Est,133.69
2507,ELV,Previous Close,465.37
2508,ELV,Open,467.02
2509,ELV,Bid,467.29 x 900
2510,ELV,Ask,467.54 x 1300
2511,ELV,Day's Range,464.64 - 468.50
2512,ELV,52 Week Range,412.00 - 544.01
2513,ELV,Volume,"102,377"
2514,ELV,Avg. Volume,"1,069,940"
2515,ELV,Market Cap,109.893B
2516,ELV,Beta (5Y Monthly),0.85
2517,ELV,PE Ratio (TTM),18.21
2518,ELV,EPS (TTM),25.69
2519,ELV,Earnings Date,"Jan 23, 2024 - Jan 29, 2024"
2520,ELV,Forward Dividend & Yield,5.92 (1.27%)
2521,ELV,Ex-Dividend Date,"Dec 05, 2023"
2522,ELV,1y Target Est,566.00
2523,LLY,Previous Close,591.71
2524,LLY,Open,591.44
2525,LLY,Bid,600.42 x 3000
2526,LLY,Ask,600.84 x 1200
2527,LLY,Day's Range,590.69 - 604.00
2528,LLY,52 Week Range,309.20 - 629.97
2529,LLY,Volume,"959,766"
2530,LLY,Avg. Volume,"3,183,209"
2531,LLY,Market Cap,570.287B
2532,LLY,Beta (5Y Monthly),0.33
2533,LLY,PE Ratio (TTM),109.23
2534,LLY,EPS (TTM),5.50
2535,LLY,Earnings Date,"Feb 06, 2024"
2536,LLY,Forward Dividend & Yield,4.52 (0.76%)
2537,LLY,Ex-Dividend Date,"Nov 14, 2023"
2538,LLY,1y Target Est,627.47
2539,EMR,Previous Close,88.79
2540,EMR,Open,88.41
2541,EMR,Bid,88.15 x 800
2542,EMR,Ask,88.18 x 800
2543,EMR,Day's Range,88.07 - 88.51
2544,EMR,52 Week Range,76.94 - 100.62
2545,EMR,Volume,"226,084"
2546,EMR,Avg. Volume,"3,011,414"
2547,EMR,Market Cap,50.237B
2548,EMR,Beta (5Y Monthly),1.38
2549,EMR,PE Ratio (TTM),23.69
2550,EMR,EPS (TTM),3.72
2551,EMR,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
2552,EMR,Forward Dividend & Yield,2.10 (2.37%)
2553,EMR,Ex-Dividend Date,"Nov 16, 2023"
2554,EMR,1y Target Est,106.24
2555,ENPH,Previous Close,92.86
2556,ENPH,Open,93.55
2557,ENPH,Bid,98.42 x 1000
2558,ENPH,Ask,99.20 x 1200
2559,ENPH,Day's Range,91.64 - 98.77
2560,ENPH,52 Week Range,73.49 - 339.92
2561,ENPH,Volume,"6,093,273"
2562,ENPH,Avg. Volume,"4,649,771"
2563,ENPH,Market Cap,13.45B
2564,ENPH,Beta (5Y Monthly),1.58
2565,ENPH,PE Ratio (TTM),24.69
2566,ENPH,EPS (TTM),3.99
2567,ENPH,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
2568,ENPH,Forward Dividend & Yield,N/A (N/A)
2569,ENPH,Ex-Dividend Date,N/A
2570,ENPH,1y Target Est,115.64
2571,ETR,Previous Close,98.96
2572,ETR,Open,99.46
2573,ETR,Bid,99.52 x 900
2574,ETR,Ask,99.55 x 800
2575,ETR,Day's Range,98.85 - 100.20
2576,ETR,52 Week Range,87.10 - 120.78
2577,ETR,Volume,"182,630"
2578,ETR,Avg. Volume,"1,631,412"
2579,ETR,Market Cap,21.065B
2580,ETR,Beta (5Y Monthly),0.68
2581,ETR,PE Ratio (TTM),14.35
2582,ETR,EPS (TTM),6.94
2583,ETR,Earnings Date,"Feb 14, 2024 - Feb 19, 2024"
2584,ETR,Forward Dividend & Yield,4.52 (4.57%)
2585,ETR,Ex-Dividend Date,"Nov 13, 2023"
2586,ETR,1y Target Est,105.81
2587,EOG,Previous Close,125.23
2588,EOG,Open,124.29
2589,EOG,Bid,123.37 x 1300
2590,EOG,Ask,123.52 x 1000
2591,EOG,Day's Range,123.14 - 124.56
2592,EOG,52 Week Range,98.52 - 144.91
2593,EOG,Volume,"499,640"
2594,EOG,Avg. Volume,"2,838,209"
2595,EOG,Market Cap,72.077B
2596,EOG,Beta (5Y Monthly),1.51
2597,EOG,PE Ratio (TTM),9.18
2598,EOG,EPS (TTM),13.47
2599,EOG,Earnings Date,"Feb 21, 2024 - Feb 26, 2024"
2600,EOG,Forward Dividend & Yield,3.64 (2.91%)
2601,EOG,Ex-Dividend Date,"Dec 14, 2023"
2602,EOG,1y Target Est,147.85
2603,EPAM,Previous Close,258.24
2604,EPAM,Open,258.70
2605,EPAM,Bid,0.00 x 1200
2606,EPAM,Ask,280.00 x 900
2607,EPAM,Day's Range,256.12 - 261.49
2608,EPAM,52 Week Range,197.99 - 385.96
2609,EPAM,Volume,"537,103"
2610,EPAM,Avg. Volume,"413,285"
2611,EPAM,Market Cap,15.02B
2612,EPAM,Beta (5Y Monthly),1.45
2613,EPAM,PE Ratio (TTM),32.46
2614,EPAM,EPS (TTM),8.02
2615,EPAM,Earnings Date,"Feb 14, 2024 - Feb 19, 2024"
2616,EPAM,Forward Dividend & Yield,N/A (N/A)
2617,EPAM,Ex-Dividend Date,N/A
2618,EPAM,1y Target Est,267.00
2619,EQT,Previous Close,40.09
2620,EQT,Open,39.97
2621,EQT,Bid,39.71 x 900
2622,EQT,Ask,39.73 x 1000
2623,EQT,Day's Range,39.42 - 39.97
2624,EQT,52 Week Range,28.11 - 45.23
2625,EQT,Volume,"937,853"
2626,EQT,Avg. Volume,"4,945,760"
2627,EQT,Market Cap,16.326B
2628,EQT,Beta (5Y Monthly),1.12
2629,EQT,PE Ratio (TTM),5.44
2630,EQT,EPS (TTM),7.30
2631,EQT,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
2632,EQT,Forward Dividend & Yield,0.63 (1.57%)
2633,EQT,Ex-Dividend Date,"Nov 07, 2023"
2634,EQT,1y Target Est,47.83
2635,EFX,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2636,EQIX,Previous Close,774.64
2637,EQIX,Open,772.15
2638,EQIX,Bid,775.56 x 800
2639,EQIX,Ask,"1,247.10 x 2900"
2640,EQIX,Day's Range,771.01 - 785.00
2641,EQIX,52 Week Range,640.92 - 821.63
2642,EQIX,Volume,"259,061"
2643,EQIX,Avg. Volume,"364,725"
2644,EQIX,Market Cap,73.637B
2645,EQIX,Beta (5Y Monthly),0.62
2646,EQIX,PE Ratio (TTM),84.70
2647,EQIX,EPS (TTM),9.26
2648,EQIX,Earnings Date,"Feb 13, 2024 - Feb 19, 2024"
2649,EQIX,Forward Dividend & Yield,17.04 (2.17%)
2650,EQIX,Ex-Dividend Date,"Nov 14, 2023"
2651,EQIX,1y Target Est,831.86
2652,EQR,Previous Close,55.43
2653,EQR,Open,55.43
2654,EQR,Bid,0.00 x 800
2655,EQR,Ask,0.00 x 1100
2656,EQR,Day's Range,54.70 - 56.33
2657,EQR,52 Week Range,52.57 - 69.45
2658,EQR,Volume,"2,408,419"
2659,EQR,Avg. Volume,"1,812,969"
2660,EQR,Market Cap,21.299B
2661,EQR,Beta (5Y Monthly),0.88
2662,EQR,PE Ratio (TTM),32.24
2663,EQR,EPS (TTM),1.74
2664,EQR,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
2665,EQR,Forward Dividend & Yield,2.65 (4.72%)
2666,EQR,Ex-Dividend Date,"Sep 25, 2023"
2667,EQR,1y Target Est,66.29
2668,ESS,Previous Close,211.02
2669,ESS,Open,210.40
2670,ESS,Bid,213.02 x 800
2671,ESS,Ask,212.89 x 1000
2672,ESS,Day's Range,209.17 - 213.98
2673,ESS,52 Week Range,195.03 - 248.80
2674,ESS,Volume,"321,688"
2675,ESS,Avg. Volume,"407,970"
2676,ESS,Market Cap,14.156B
2677,ESS,Beta (5Y Monthly),0.84
2678,ESS,PE Ratio (TTM),26.14
2679,ESS,EPS (TTM),8.15
2680,ESS,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
2681,ESS,Forward Dividend & Yield,9.24 (4.38%)
2682,ESS,Ex-Dividend Date,"Sep 28, 2023"
2683,ESS,1y Target Est,234.00
2684,EL,Previous Close,122.45
2685,EL,Open,121.00
2686,EL,Bid,120.00 x 800
2687,EL,Ask,120.18 x 900
2688,EL,Day's Range,119.54 - 121.01
2689,EL,52 Week Range,102.22 - 283.62
2690,EL,Volume,"246,942"
2691,EL,Avg. Volume,"2,650,809"
2692,EL,Market Cap,43.104B
2693,EL,Beta (5Y Monthly),1.07
2694,EL,PE Ratio (TTM),78.73
2695,EL,EPS (TTM),1.53
2696,EL,Earnings Date,"Feb 05, 2024"
2697,EL,Forward Dividend & Yield,2.64 (2.16%)
2698,EL,Ex-Dividend Date,"Nov 29, 2023"
2699,EL,1y Target Est,141.07
2700,ETSY,Previous Close,72.07
2701,ETSY,Open,71.19
2702,ETSY,Bid,69.91 x 1400
2703,ETSY,Ask,69.99 x 800
2704,ETSY,Day's Range,69.57 - 71.25
2705,ETSY,52 Week Range,58.20 - 149.91
2706,ETSY,Volume,"741,717"
2707,ETSY,Avg. Volume,"3,609,935"
2708,ETSY,Market Cap,8.406B
2709,ETSY,Beta (5Y Monthly),2.02
2710,ETSY,PE Ratio (TTM),28.42
2711,ETSY,EPS (TTM),2.47
2712,ETSY,Earnings Date,"Feb 20, 2024 - Feb 26, 2024"
2713,ETSY,Forward Dividend & Yield,N/A (N/A)
2714,ETSY,Ex-Dividend Date,N/A
2715,ETSY,1y Target Est,73.41
2716,EG,Previous Close,396.30
2717,EG,Open,394.66
2718,EG,Bid,399.25 x 1000
2719,EG,Ask,399.63 x 800
2720,EG,Day's Range,394.14 - 400.02
2721,EG,52 Week Range,318.03 - 410.74
2722,EG,Volume,"145,801"
2723,EG,Avg. Volume,"335,185"
2724,EG,Market Cap,17.354B
2725,EG,Beta (5Y Monthly),0.58
2726,EG,PE Ratio (TTM),7.39
2727,EG,EPS (TTM),54.09
2728,EG,Earnings Date,"Feb 06, 2024 - Feb 12, 2024"
2729,EG,Forward Dividend & Yield,7.00 (1.77%)
2730,EG,Ex-Dividend Date,"Nov 28, 2023"
2731,EG,1y Target Est,452.82
2732,EVRG,Previous Close,49.83
2733,EVRG,Open,49.83
2734,EVRG,Bid,49.39 x 1000
2735,EVRG,Ask,49.40 x 900
2736,EVRG,Day's Range,49.20 - 50.04
2737,EVRG,52 Week Range,46.92 - 65.39
2738,EVRG,Volume,"314,111"
2739,EVRG,Avg. Volume,"2,267,610"
2740,EVRG,Market Cap,11.413B
2741,EVRG,Beta (5Y Monthly),0.55
2742,EVRG,PE Ratio (TTM),16.78
2743,EVRG,EPS (TTM),2.96
2744,EVRG,Earnings Date,"Nov 07, 2023"
2745,EVRG,Forward Dividend & Yield,2.57 (5.09%)
2746,EVRG,Ex-Dividend Date,"Nov 21, 2023"
2747,EVRG,1y Target Est,52.17
2748,ES,Previous Close,58.30
2749,ES,Open,58.41
2750,ES,Bid,57.97 x 1000
2751,ES,Ask,58.09 x 800
2752,ES,Day's Range,57.99 - 58.63
2753,ES,52 Week Range,52.03 - 87.71
2754,ES,Volume,"156,098"
2755,ES,Avg. Volume,"2,784,260"
2756,ES,Market Cap,20.331B
2757,ES,Beta (5Y Monthly),0.56
2758,ES,PE Ratio (TTM),17.43
2759,ES,EPS (TTM),3.34
2760,ES,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
2761,ES,Forward Dividend & Yield,2.70 (4.63%)
2762,ES,Ex-Dividend Date,"Sep 22, 2023"
2763,ES,1y Target Est,64.69
2764,EXC,Previous Close,39.08
2765,EXC,Open,38.94
2766,EXC,Bid,38.59 x 1300
2767,EXC,Ask,38.59 x 900
2768,EXC,Day's Range,38.55 - 39.07
2769,EXC,52 Week Range,35.71 - 44.37
2770,EXC,Volume,"440,837"
2771,EXC,Avg. Volume,"5,596,379"
2772,EXC,Market Cap,38.553B
2773,EXC,Beta (5Y Monthly),0.64
2774,EXC,PE Ratio (TTM),18.01
2775,EXC,EPS (TTM),2.15
2776,EXC,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
2777,EXC,Forward Dividend & Yield,1.44 (3.68%)
2778,EXC,Ex-Dividend Date,"Nov 14, 2023"
2779,EXC,1y Target Est,43.91
2780,EXPE,Previous Close,134.90
2781,EXPE,Open,134.04
2782,EXPE,Bid,134.96 x 800
2783,EXPE,Ask,134.97 x 1400
2784,EXPE,Day's Range,133.68 - 135.80
2785,EXPE,52 Week Range,82.39 - 137.50
2786,EXPE,Volume,"187,058"
2787,EXPE,Avg. Volume,"2,360,075"
2788,EXPE,Market Cap,18.814B
2789,EXPE,Beta (5Y Monthly),1.67
2790,EXPE,PE Ratio (TTM),24.82
2791,EXPE,EPS (TTM),5.46
2792,EXPE,Earnings Date,"Feb 07, 2024 - Feb 12, 2024"
2793,EXPE,Forward Dividend & Yield,N/A (N/A)
2794,EXPE,Ex-Dividend Date,"Mar 09, 2020"
2795,EXPE,1y Target Est,132.45
2796,EXPD,Previous Close,118.98
2797,EXPD,Open,118.91
2798,EXPD,Bid,115.70 x 900
2799,EXPD,Ask,117.87 x 1200
2800,EXPD,Day's Range,117.03 - 118.91
2801,EXPD,52 Week Range,102.75 - 128.04
2802,EXPD,Volume,"1,288,999"
2803,EXPD,Avg. Volume,"1,179,196"
2804,EXPD,Market Cap,17.088B
2805,EXPD,Beta (5Y Monthly),1.00
2806,EXPD,PE Ratio (TTM),22.01
2807,EXPD,EPS (TTM),5.34
2808,EXPD,Earnings Date,"Feb 20, 2024"
2809,EXPD,Forward Dividend & Yield,1.38 (1.16%)
2810,EXPD,Ex-Dividend Date,"Nov 30, 2023"
2811,EXPD,1y Target Est,106.00
2812,EXR,Previous Close,129.48
2813,EXR,Open,128.50
2814,EXR,Bid,128.30 x 800
2815,EXR,Ask,128.61 x 800
2816,EXR,Day's Range,128.05 - 128.88
2817,EXR,52 Week Range,101.19 - 170.30
2818,EXR,Volume,"35,173"
2819,EXR,Avg. Volume,"1,414,981"
2820,EXR,Market Cap,28.054B
2821,EXR,Beta (5Y Monthly),0.64
2822,EXR,PE Ratio (TTM),24.23
2823,EXR,EPS (TTM),5.30
2824,EXR,Earnings Date,"Feb 20, 2024 - Feb 26, 2024"
2825,EXR,Forward Dividend & Yield,6.48 (5.00%)
2826,EXR,Ex-Dividend Date,"Dec 14, 2023"
2827,EXR,1y Target Est,140.31
2828,XOM,Previous Close,104.96
2829,XOM,Open,105.38
2830,XOM,Bid,104.48 x 1000
2831,XOM,Ask,104.58 x 900
2832,XOM,Day's Range,104.43 - 105.88
2833,XOM,52 Week Range,98.02 - 120.70
2834,XOM,Volume,"17,391,847"
2835,XOM,Avg. Volume,"18,872,236"
2836,XOM,Market Cap,418.641B
2837,XOM,Beta (5Y Monthly),1.06
2838,XOM,PE Ratio (TTM),10.43
2839,XOM,EPS (TTM),10.02
2840,XOM,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
2841,XOM,Forward Dividend & Yield,3.80 (3.62%)
2842,XOM,Ex-Dividend Date,"Nov 14, 2023"
2843,XOM,1y Target Est,117.45
2844,FFIV,Previous Close,164.21
2845,FFIV,Open,163.89
2846,FFIV,Bid,165.16 x 1100
2847,FFIV,Ask,165.45 x 1200
2848,FFIV,Day's Range,163.89 - 166.65
2849,FFIV,52 Week Range,127.05 - 167.89
2850,FFIV,Volume,"81,392"
2851,FFIV,Avg. Volume,"435,039"
2852,FFIV,Market Cap,9.864B
2853,FFIV,Beta (5Y Monthly),1.03
2854,FFIV,PE Ratio (TTM),25.22
2855,FFIV,EPS (TTM),6.55
2856,FFIV,Earnings Date,"Jan 22, 2024 - Jan 26, 2024"
2857,FFIV,Forward Dividend & Yield,N/A (N/A)
2858,FFIV,Ex-Dividend Date,N/A
2859,FFIV,1y Target Est,166.25
2860,FDS,Previous Close,453.02
2861,FDS,Open,449.84
2862,FDS,Bid,451.16 x 800
2863,FDS,Ask,452.09 x 1000
2864,FDS,Day's Range,448.75 - 452.17
2865,FDS,52 Week Range,377.89 - 474.13
2866,FDS,Volume,"60,766"
2867,FDS,Avg. Volume,"241,671"
2868,FDS,Market Cap,17.161B
2869,FDS,Beta (5Y Monthly),0.82
2870,FDS,PE Ratio (TTM),37.49
2871,FDS,EPS (TTM),12.05
2872,FDS,Earnings Date,"Dec 18, 2023 - Dec 22, 2023"
2873,FDS,Forward Dividend & Yield,3.83 (0.85%)
2874,FDS,Ex-Dividend Date,"Nov 29, 2023"
2875,FDS,1y Target Est,445.00
2876,FICO,Previous Close,"1,051.45"
2877,FICO,Open,"1,053.71"
2878,FICO,Bid,"1,055.85 x 1000"
2879,FICO,Ask,"1,064.70 x 800"
2880,FICO,Day's Range,"1,054.91 - 1,064.31"
2881,FICO,52 Week Range,"570.81 - 1,064.31"
2882,FICO,Volume,"9,309"
2883,FICO,Avg. Volume,"187,746"
2884,FICO,Market Cap,26.167B
2885,FICO,Beta (5Y Monthly),1.17
2886,FICO,PE Ratio (TTM),62.54
2887,FICO,EPS (TTM),16.93
2888,FICO,Earnings Date,"Jan 24, 2024 - Jan 29, 2024"
2889,FICO,Forward Dividend & Yield,N/A (N/A)
2890,FICO,Ex-Dividend Date,"Mar 01, 2017"
2891,FICO,1y Target Est,"1,029.27"
2892,FAST,Previous Close,60.92
2893,FAST,Open,60.98
2894,FAST,Bid,60.83 x 900
2895,FAST,Ask,60.81 x 1000
2896,FAST,Day's Range,60.72 - 60.99
2897,FAST,52 Week Range,45.70 - 61.25
2898,FAST,Volume,"153,598"
2899,FAST,Avg. Volume,"3,289,529"
2900,FAST,Market Cap,34.805B
2901,FAST,Beta (5Y Monthly),1.11
2902,FAST,PE Ratio (TTM),30.75
2903,FAST,EPS (TTM),1.98
2904,FAST,Earnings Date,"Jan 18, 2024"
2905,FAST,Forward Dividend & Yield,1.40 (2.30%)
2906,FAST,Ex-Dividend Date,"Dec 05, 2023"
2907,FAST,1y Target Est,59.33
2908,FRT,Previous Close,92.38
2909,FRT,Open,91.55
2910,FRT,Bid,91.00 x 900
2911,FRT,Ask,91.16 x 1300
2912,FRT,Day's Range,90.86 - 91.67
2913,FRT,52 Week Range,85.27 - 115.08
2914,FRT,Volume,"39,277"
2915,FRT,Avg. Volume,"604,640"
2916,FRT,Market Cap,7.506B
2917,FRT,Beta (5Y Monthly),1.26
2918,FRT,PE Ratio (TTM),26.53
2919,FRT,EPS (TTM),3.44
2920,FRT,Earnings Date,"Feb 08, 2024 - Feb 12, 2024"
2921,FRT,Forward Dividend & Yield,4.36 (4.72%)
2922,FRT,Ex-Dividend Date,"Dec 29, 2023"
2923,FRT,1y Target Est,107.63
2924,FDX,Previous Close,255.54
2925,FDX,Open,255.36
2926,FDX,Bid,253.52 x 1100
2927,FDX,Ask,255.02 x 800
2928,FDX,Day's Range,253.27 - 255.49
2929,FDX,52 Week Range,162.61 - 270.95
2930,FDX,Volume,"42,580"
2931,FDX,Avg. Volume,"1,804,385"
2932,FDX,Market Cap,63.825B
2933,FDX,Beta (5Y Monthly),1.35
2934,FDX,PE Ratio (TTM),15.50
2935,FDX,EPS (TTM),16.38
2936,FDX,Earnings Date,"Dec 19, 2023"
2937,FDX,Forward Dividend & Yield,5.04 (1.97%)
2938,FDX,Ex-Dividend Date,"Dec 08, 2023"
2939,FDX,1y Target Est,293.48
2940,FIS,Previous Close,54.80
2941,FIS,Open,54.51
2942,FIS,Bid,54.62 x 800
2943,FIS,Ask,54.66 x 800
2944,FIS,Day's Range,54.32 - 54.74
2945,FIS,52 Week Range,46.91 - 79.32
2946,FIS,Volume,"230,759"
2947,FIS,Avg. Volume,"4,829,621"
2948,FIS,Market Cap,32.255B
2949,FIS,Beta (5Y Monthly),0.85
2950,FIS,PE Ratio (TTM),N/A
2951,FIS,EPS (TTM),-27.76
2952,FIS,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
2953,FIS,Forward Dividend & Yield,2.08 (3.80%)
2954,FIS,Ex-Dividend Date,"Dec 07, 2023"
2955,FIS,1y Target Est,64.48
2956,FITB,Previous Close,27.67
2957,FITB,Open,27.38
2958,FITB,Bid,27.44 x 1300
2959,FITB,Ask,27.45 x 1000
2960,FITB,Day's Range,27.26 - 27.53
2961,FITB,52 Week Range,22.11 - 38.06
2962,FITB,Volume,"549,165"
2963,FITB,Avg. Volume,"5,370,281"
2964,FITB,Market Cap,18.68B
2965,FITB,Beta (5Y Monthly),1.25
2966,FITB,PE Ratio (TTM),7.81
2967,FITB,EPS (TTM),3.51
2968,FITB,Earnings Date,"Jan 19, 2024"
2969,FITB,Forward Dividend & Yield,1.40 (5.06%)
2970,FITB,Ex-Dividend Date,"Sep 28, 2023"
2971,FITB,1y Target Est,30.68
2972,FSLR,Previous Close,159.29
2973,FSLR,Open,159.84
2974,FSLR,Bid,160.04 x 900
2975,FSLR,Ask,160.26 x 1100
2976,FSLR,Day's Range,158.44 - 162.48
2977,FSLR,52 Week Range,129.22 - 232.00
2978,FSLR,Volume,"325,852"
2979,FSLR,Avg. Volume,"2,229,239"
2980,FSLR,Market Cap,17.039B
2981,FSLR,Beta (5Y Monthly),1.42
2982,FSLR,PE Ratio (TTM),36.16
2983,FSLR,EPS (TTM),4.41
2984,FSLR,Earnings Date,"Oct 31, 2023"
2985,FSLR,Forward Dividend & Yield,N/A (N/A)
2986,FSLR,Ex-Dividend Date,N/A
2987,FSLR,1y Target Est,234.27
2988,FE,Previous Close,37.43
2989,FE,Open,37.46
2990,FE,Bid,37.28 x 1000
2991,FE,Ask,37.29 x 800
2992,FE,Day's Range,37.14 - 37.48
2993,FE,52 Week Range,32.18 - 43.31
2994,FE,Volume,"302,259"
2995,FE,Avg. Volume,"3,523,328"
2996,FE,Market Cap,21.418B
2997,FE,Beta (5Y Monthly),0.47
2998,FE,PE Ratio (TTM),39.29
2999,FE,EPS (TTM),0.95
3000,FE,Earnings Date,"Feb 12, 2024 - Feb 16, 2024"
3001,FE,Forward Dividend & Yield,1.64 (4.38%)
3002,FE,Ex-Dividend Date,"Nov 06, 2023"
3003,FE,1y Target Est,39.00
3004,FI,Previous Close,124.08
3005,FI,Open,123.98
3006,FI,Bid,112.21 x 900
3007,FI,Ask,0.00 x 1400
3008,FI,Day's Range,121.86 - 124.44
3009,FI,52 Week Range,97.25 - 130.74
3010,FI,Volume,"3,167,485"
3011,FI,Avg. Volume,"2,633,287"
3012,FI,Market Cap,74.471B
3013,FI,Beta (5Y Monthly),0.89
3014,FI,PE Ratio (TTM),26.07
3015,FI,EPS (TTM),4.76
3016,FI,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
3017,FI,Forward Dividend & Yield,N/A (N/A)
3018,FI,Ex-Dividend Date,N/A
3019,FI,1y Target Est,142.21
3020,FLT,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
3021,FMC,Previous Close,53.71
3022,FMC,Open,53.42
3023,FMC,Bid,53.34 x 800
3024,FMC,Ask,53.39 x 1300
3025,FMC,Day's Range,53.00 - 53.56
3026,FMC,52 Week Range,49.49 - 134.38
3027,FMC,Volume,"118,283"
3028,FMC,Avg. Volume,"2,000,032"
3029,FMC,Market Cap,6.662B
3030,FMC,Beta (5Y Monthly),0.90
3031,FMC,PE Ratio (TTM),11.36
3032,FMC,EPS (TTM),4.70
3033,FMC,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
3034,FMC,Forward Dividend & Yield,2.32 (4.32%)
3035,FMC,Ex-Dividend Date,"Sep 28, 2023"
3036,FMC,1y Target Est,68.50
3037,F,Previous Close,10.34
3038,F,Open,10.28
3039,F,Bid,10.18 x 1000
3040,F,Ask,10.19 x 800
3041,F,Day's Range,10.15 - 10.32
3042,F,52 Week Range,9.63 - 15.42
3043,F,Volume,"11,467,358"
3044,F,Avg. Volume,"50,398,828"
3045,F,Market Cap,40.69B
3046,F,Beta (5Y Monthly),1.69
3047,F,PE Ratio (TTM),6.64
3048,F,EPS (TTM),1.53
3049,F,Earnings Date,"Jan 31, 2024 - Feb 05, 2024"
3050,F,Forward Dividend & Yield,0.60 (5.80%)
3051,F,Ex-Dividend Date,"Oct 31, 2023"
3052,F,1y Target Est,13.13
3053,FTNT,Previous Close,51.26
3054,FTNT,Open,51.59
3055,FTNT,Bid,0.00 x 800
3056,FTNT,Ask,0.00 x 800
3057,FTNT,Day's Range,51.27 - 52.08
3058,FTNT,52 Week Range,44.12 - 81.24
3059,FTNT,Volume,"4,807,805"
3060,FTNT,Avg. Volume,"6,534,566"
3061,FTNT,Market Cap,39.862B
3062,FTNT,Beta (5Y Monthly),1.14
3063,FTNT,PE Ratio (TTM),35.55
3064,FTNT,EPS (TTM),1.46
3065,FTNT,Earnings Date,"Feb 05, 2024 - Feb 09, 2024"
3066,FTNT,Forward Dividend & Yield,N/A (N/A)
3067,FTNT,Ex-Dividend Date,N/A
3068,FTNT,1y Target Est,57.14
3069,FTV,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
3070,FOXA,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
3071,FOX,Previous Close,28.08
3072,FOX,Open,28.08
3073,FOX,Bid,27.60 x 900
3074,FOX,Ask,27.61 x 2200
3075,FOX,Day's Range,27.46 - 28.08
3076,FOX,52 Week Range,26.20 - 34.42
3077,FOX,Volume,"1,114,919"
3078,FOX,Avg. Volume,"1,028,531"
3079,FOX,Market Cap,13.809B
3080,FOX,Beta (5Y Monthly),0.87
3081,FOX,PE Ratio (TTM),13.45
3082,FOX,EPS (TTM),2.05
3083,FOX,Earnings Date,N/A
3084,FOX,Forward Dividend & Yield,0.52 (1.85%)
3085,FOX,Ex-Dividend Date,"Aug 29, 2023"
3086,FOX,1y Target Est,N/A
3087,BEN,Previous Close,24.20
3088,BEN,Open,24.10
3089,BEN,Bid,23.85 x 1000
3090,BEN,Ask,23.88 x 1800
3091,BEN,Day's Range,23.85 - 24.10
3092,BEN,52 Week Range,21.88 - 34.37
3093,BEN,Volume,"97,660"
3094,BEN,Avg. Volume,"3,095,101"
3095,BEN,Market Cap,11.813B
3096,BEN,Beta (5Y Monthly),1.37
3097,BEN,PE Ratio (TTM),13.89
3098,BEN,EPS (TTM),1.72
3099,BEN,Earnings Date,"Jan 29, 2024 - Feb 02, 2024"
3100,BEN,Forward Dividend & Yield,1.20 (4.96%)
3101,BEN,Ex-Dividend Date,"Sep 28, 2023"
3102,BEN,1y Target Est,23.32
